drug_id,snapshot_date,ticker,catalyst_date,verdict,setup,conviction,evidence,pulled_at
209462851908210668,2026-09-21,AZN,2027-01-06,NO TRADE,NO_EDGE,1,,2026-09-21 23:09:48.681911
223112085902020671,2026-09-21,IBRX,2026-10-01,NO TRADE,NO_EDGE,5,,2026-09-21 23:09:48.681911
225802608937042066,2026-09-21,INSM,2026-12-31,SHORT,DILUTION_SHORT,25,supported,2026-09-21 23:09:48.681911
227492694236726695,2026-09-21,REGN,2027-02-09,NO TRADE,NO_EDGE,3,,2026-09-21 23:09:48.681911
229575034316653374,2026-09-21,NAMS,2026-09-01,NO TRADE,NO_EDGE,4,,2026-09-21 23:09:48.681911
230552348673146332,2026-09-21,VNDA,2026-10-01,BUY VOL,VOL_BUY_CHEAP,17,untested,2026-09-21 23:09:48.681911
234587972181842188,2026-09-21,SBFM,2027-01-14,NO TRADE,NO_EDGE,2,,2026-09-21 23:09:48.681911
237702874000113700,2026-09-21,SHNTY,2026-12-31,NO TRADE,NO_EDGE,2,,2026-09-21 23:09:48.681911
239484979665170356,2026-09-21,ABBV,2026-11-01,NO TRADE,NO_EDGE,3,,2026-09-21 23:09:48.681911
242495837709758000,2026-09-21,PHAT,2026-10-01,BUY VOL,VOL_BUY_CHEAP,29,untested,2026-09-21 23:09:48.681911
244348174000082349,2026-09-21,AZN,2027-02-23,NO TRADE,NO_EDGE,1,,2026-09-21 23:09:48.681911
248496486193258712,2026-09-21,ANRO,2026-12-01,NO TRADE,NO_EDGE,4,,2026-09-21 23:09:48.681911
249559339284929470,2026-09-21,CSLLY,2026-10-26,NO TRADE,NO_EDGE,3,,2026-09-21 23:09:48.681911
255034622971081376,2026-09-21,COGT,2026-11-30,NO TRADE,NO_EDGE,10,,2026-09-21 23:09:48.681911
256399667361706572,2026-09-21,INCY,2026-11-20,NO TRADE,NO_EDGE,3,,2026-09-21 23:09:48.681911
257406750836113194,2026-09-21,LLY,2026-11-01,NO TRADE,NO_EDGE,1,,2026-09-21 23:09:48.681911
262251951756197087,2026-09-21,BMY,2026-11-18,NO TRADE,NO_EDGE,1,,2026-09-21 23:09:48.681911
264854844285383668,2026-09-21,LLY,2027-02-01,NO TRADE,NO_EDGE,1,,2026-09-21 23:09:48.681911
267057646085462651,2026-09-21,GILD,2026-09-01,NO TRADE,NO_EDGE,2,,2026-09-21 23:09:48.681911
268191790828638049,2026-09-21,OCGN,2027-03-01,NO TRADE,NO_EDGE,7,,2026-09-21 23:09:48.681911
275735411630835882,2026-09-21,VERX,2027-01-25,NO TRADE,NO_EDGE,0,,2026-09-21 23:09:48.681911
280152524911491076,2026-09-21,GOVX,2026-12-31,SHORT,DILUTION_SHORT,41,supported,2026-09-21 23:09:48.681911
283319725578905254,2026-09-21,AZN,2027-02-10,NO TRADE,NO_EDGE,4,,2026-09-21 23:09:48.681911
290088875762656072,2026-09-21,ABBV,2026-12-01,NO TRADE,NO_EDGE,3,,2026-09-21 23:09:48.681911
292407168323037190,2026-09-21,ALDX,2026-12-01,LONG,BASE_RATE_LONG,8,weak,2026-09-21 23:09:48.681911
292617191327870811,2026-09-21,ANNX,2026-12-31,NO TRADE,NO_EDGE,5,,2026-09-21 23:09:48.681911
292984258691209593,2026-09-21,TAK,2027-03-16,NO TRADE,NO_EDGE,1,,2026-09-21 23:09:48.681911
295631208097783108,2026-09-21,GILD,2026-10-01,NO TRADE,NO_EDGE,3,,2026-09-21 23:09:48.681911
295712788039019118,2026-09-21,VNDA,2027-03-01,NO TRADE,NO_EDGE,5,,2026-09-21 23:09:48.681911
303235547983642362,2026-09-21,AZN,2026-09-30,NO TRADE,NO_EDGE,0,,2026-09-21 23:09:48.681911
303474194314793091,2026-09-21,SKBBY,2026-11-01,NO TRADE,NO_EDGE,0,,2026-09-21 23:09:48.681911
311311391297136727,2026-09-21,PFE,2026-10-30,NO TRADE,NO_EDGE,0,,2026-09-21 23:09:48.681911
312842049878470300,2026-09-21,ARWR,2026-09-30,NO TRADE,NO_EDGE,6,,2026-09-21 23:09:48.681911
321286083412226106,2026-09-21,SNY,2027-01-19,NO TRADE,NO_EDGE,4,,2026-09-21 23:09:48.681911
321905298787451669,2026-09-21,SNY,2026-11-30,NO TRADE,NO_EDGE,1,,2026-09-21 23:09:48.681911
322479810608056688,2026-09-21,AZN,2027-01-04,NO TRADE,NO_EDGE,1,,2026-09-21 23:09:48.681911
334480139650835828,2026-09-21,BPRE,2027-03-01,NO TRADE,NO_EDGE,0,,2026-09-21 23:09:48.681911
343885869048690232,2026-09-21,NAMS,2026-11-01,BUY VOL,VOL_BUY_CHEAP,20,untested,2026-09-21 23:09:48.681911
352519775200610612,2026-09-21,AMGN,2026-11-30,NO TRADE,NO_EDGE,4,,2026-09-21 23:09:48.681911
353005231536472075,2026-09-21,PII,2027-02-28,NO TRADE,NO_EDGE,7,,2026-09-21 23:09:48.681911
355859424299140461,2026-09-21,REGN,2026-12-03,NO TRADE,NO_EDGE,2,,2026-09-21 23:09:48.681911
365055865107566725,2026-09-21,AZN,2026-11-24,NO TRADE,NO_EDGE,4,,2026-09-21 23:09:48.681911
372320766247790320,2026-09-21,ABBV,2027-02-01,NO TRADE,NO_EDGE,2,,2026-09-21 23:09:48.681911
377100550536786573,2026-09-21,SGIOF,2026-12-30,NO TRADE,NO_EDGE,2,,2026-09-21 23:09:48.681911
388952982334638169,2026-09-21,ABBV,2026-10-01,NO TRADE,NO_EDGE,1,,2026-09-21 23:09:48.681911
390474796628532622,2026-09-21,SKYE,2026-11-20,SHORT,DILUTION_SHORT,38,supported,2026-09-21 23:09:48.681911
390749422941899680,2026-09-21,ABBV,2026-12-01,NO TRADE,NO_EDGE,1,,2026-09-21 23:09:48.681911
390957335257956876,2026-09-21,SKBBY,2027-02-20,NO TRADE,NO_EDGE,2,,2026-09-21 23:09:48.681911
394383470946117412,2026-09-21,PCVX,2027-03-01,NO TRADE,NO_EDGE,3,,2026-09-21 23:09:48.681911
396431658262726246,2026-09-21,RARE,2027-01-01,NO TRADE,NO_EDGE,5,,2026-09-21 23:09:48.681911
396991972378637102,2026-09-21,NTHI,2026-11-30,SHORT,DILUTION_SHORT,54,supported,2026-09-21 23:09:48.681911
400880035539474114,2026-09-21,MRK,2027-01-12,NO TRADE,NO_EDGE,0,,2026-09-21 23:09:48.681911
402360243902569926,2026-09-21,SKBBY,2026-11-30,NO TRADE,NO_EDGE,0,,2026-09-21 23:09:48.681911
402907745036541794,2026-09-21,BEAM,2026-12-01,NO TRADE,NO_EDGE,4,,2026-09-21 23:09:48.681911
408294226974395884,2026-09-21,GILD,2027-03-01,NO TRADE,NO_EDGE,3,,2026-09-21 23:09:48.681911
420124014847071242,2026-09-21,AZN,2026-09-30,NO TRADE,NO_EDGE,3,,2026-09-21 23:09:48.681911
420810200106868466,2026-09-21,AXSM,2026-12-01,NO TRADE,NO_EDGE,3,,2026-09-21 23:09:48.681911
433073627151817789,2026-09-21,VERA,2026-09-01,NO TRADE,NO_EDGE,4,,2026-09-21 23:09:48.681911
433307640087836152,2026-09-21,INO,2026-10-30,SHORT,DILUTION_SHORT,46,supported,2026-09-21 23:09:48.681911
433822869339680826,2026-09-21,IRON,2026-10-01,BUY VOL,VOL_BUY_CHEAP,41,untested,2026-09-21 23:09:48.681911
436403257094934080,2026-09-21,BMY,2027-02-05,NO TRADE,NO_EDGE,4,,2026-09-21 23:09:48.681911
441201457313159655,2026-09-21,IMCR,2026-11-30,SELL VOL,VOL_SELL_RICH,58,untested,2026-09-21 23:09:48.681911
441617024580207732,2026-09-21,SIGA,2027-01-01,NO TRADE,NO_EDGE,6,,2026-09-21 23:09:48.681911
442336993135667685,2026-09-21,INCY,2026-11-05,NO TRADE,NO_EDGE,3,,2026-09-21 23:09:48.681911
448488092695616323,2026-09-21,ABBV,2026-11-01,NO TRADE,NO_EDGE,3,,2026-09-21 23:09:48.681911
448706200979545550,2026-09-21,SMMT,2026-11-14,NO TRADE,NO_EDGE,13,,2026-09-21 23:09:48.681911
452014332594303549,2026-09-21,PFE,2026-12-25,NO TRADE,NO_EDGE,3,,2026-09-21 23:09:48.681911
454518016144235396,2026-09-21,GMAB,2027-02-01,NO TRADE,NO_EDGE,0,,2026-09-21 23:09:48.681911
455715242325269133,2026-09-21,BMY,2026-09-30,NO TRADE,NO_EDGE,4,,2026-09-21 23:09:48.681911
458427981042512729,2026-09-21,MRK,2026-10-22,NO TRADE,NO_EDGE,4,,2026-09-21 23:09:48.681911
467238638255310871,2026-09-21,RYTM,2026-10-31,NO TRADE,NO_EDGE,6,,2026-09-21 23:09:48.681911
469394068151618130,2026-09-21,MAZE,2026-09-01,NO TRADE,NO_EDGE,4,,2026-09-21 23:09:48.681911
472153235226570779,2026-09-21,NVS,2027-01-29,NO TRADE,NO_EDGE,4,,2026-09-21 23:09:48.681911
475542458548170702,2026-09-21,NVS,2027-01-29,NO TRADE,NO_EDGE,3,,2026-09-21 23:09:48.681911
480577615179993261,2026-09-21,AZN,2026-12-10,NO TRADE,NO_EDGE,3,,2026-09-21 23:09:48.681911
482076089009345182,2026-09-21,MIRM,2026-10-01,BUY VOL,VOL_BUY_CHEAP,30,untested,2026-09-21 23:09:48.681911
483932433002068321,2026-09-21,ZLAB,2027-03-14,NO TRADE,NO_EDGE,4,,2026-09-21 23:09:48.681911
487841267066980184,2026-09-21,SUNI,2027-01-01,SHORT,DILUTION_SHORT,25,supported,2026-09-21 23:09:48.681911
491848082497852770,2026-09-21,QNRX,2026-12-30,NO TRADE,NO_EDGE,5,,2026-09-21 23:09:48.681911
495319759551302637,2026-09-21,TGTX,2026-10-31,NO TRADE,NO_EDGE,3,,2026-09-21 23:09:48.681911
498849508269970709,2026-09-21,NVS,2027-02-01,NO TRADE,NO_EDGE,4,,2026-09-21 23:09:48.681911
499156175574428513,2026-09-21,CL,2026-09-01,NO TRADE,NO_EDGE,1,,2026-09-21 23:09:48.681911
500855747009558061,2026-09-21,PFE,2026-09-23,NO TRADE,NO_EDGE,4,,2026-09-21 23:09:48.681911
505119812663494559,2026-09-21,INCY,2026-10-09,NO TRADE,NO_EDGE,1,,2026-09-21 23:09:48.681911
505635711423549570,2026-09-21,CADL,2027-02-01,NO TRADE,NO_EDGE,4,,2026-09-21 23:09:48.681911
506084476502818277,2026-09-21,JAZZ,2026-12-31,NO TRADE,NO_EDGE,4,,2026-09-21 23:09:48.681911
507004488784772789,2026-09-21,OCS,2026-12-01,NO TRADE,NO_EDGE,1,,2026-09-21 23:09:48.681911
511715316879880235,2026-09-21,TAK,2026-10-31,NO TRADE,NO_EDGE,4,,2026-09-21 23:09:48.681911
514351734127284572,2026-09-21,PEPG,2027-03-01,NO TRADE,NO_EDGE,4,,2026-09-21 23:09:48.681911
516030313102827215,2026-09-21,STOK,2027-03-01,NO TRADE,NO_EDGE,1,,2026-09-21 23:09:48.681911
516961617620928529,2026-09-21,LRMR,2027-01-01,NO TRADE,NO_EDGE,4,,2026-09-21 23:09:48.681911
521653090031976383,2026-09-21,MDGL,2027-03-01,NO TRADE,NO_EDGE,3,,2026-09-21 23:09:48.681911
524165499897549636,2026-09-21,ABBV,2026-12-18,NO TRADE,NO_EDGE,4,,2026-09-21 23:09:48.681911
526195508477278069,2026-09-21,TECX,2026-11-24,NO TRADE,NO_EDGE,8,,2026-09-21 23:09:48.681911
534774849491638224,2026-09-21,GKOS,2026-09-01,NO TRADE,NO_EDGE,4,,2026-09-21 23:09:48.681911
535259905415636453,2026-09-21,TAK,2027-02-17,NO TRADE,NO_EDGE,3,,2026-09-21 23:09:48.681911
541149370610942034,2026-09-21,SKBBY,2026-12-31,NO TRADE,NO_EDGE,2,,2026-09-21 23:09:48.681911
550224897893225285,2026-09-21,NVS,2026-12-30,NO TRADE,NO_EDGE,1,,2026-09-21 23:09:48.681911
550259417006426930,2026-09-21,ABBV,2027-02-01,NO TRADE,NO_EDGE,2,,2026-09-21 23:09:48.681911
553069160039441764,2026-09-21,ABBV,2027-01-01,NO TRADE,NO_EDGE,1,,2026-09-21 23:09:48.681911
560236032874476262,2026-09-21,BMRN,2027-03-01,NO TRADE,NO_EDGE,2,,2026-09-21 23:09:48.681911
563115528163931301,2026-09-21,MANE,2026-12-01,NO TRADE,NO_EDGE,3,,2026-09-21 23:09:48.681911
570681510733305785,2026-09-21,IRD,2026-10-17,NO TRADE,NO_EDGE,13,,2026-09-21 23:09:48.681911
573435847797241740,2026-09-21,NTLA,2027-03-10,SHORT,DILUTION_SHORT,27,supported,2026-09-21 23:09:48.681911
579826575894752853,2026-09-21,INCY,2026-10-09,NO TRADE,NO_EDGE,1,,2026-09-21 23:09:48.681911
580153757663626866,2026-09-21,SNY,2026-11-06,NO TRADE,NO_EDGE,1,,2026-09-21 23:09:48.681911
583897336266186782,2026-09-21,SBFM,2026-12-01,NO TRADE,NO_EDGE,2,,2026-09-21 23:09:48.681911
592955289741096123,2026-09-21,INCY,2026-10-19,NO TRADE,NO_EDGE,1,,2026-09-21 23:09:48.681911
593547891629782210,2026-09-21,PRAX,2027-01-29,LONG,BASE_RATE_LONG,28,weak,2026-09-21 23:09:48.681911
595831615329597560,2026-09-21,GMAB,2027-03-01,NO TRADE,NO_EDGE,2,,2026-09-21 23:09:48.681911
603095084236096263,2026-09-21,AZN,2027-02-18,NO TRADE,NO_EDGE,1,,2026-09-21 23:09:48.681911
609609280219236168,2026-09-21,PCVX,2027-01-01,NO TRADE,NO_EDGE,3,,2026-09-21 23:09:48.681911
615146271566909531,2026-09-21,COCP,2026-10-01,NO TRADE,NO_EDGE,4,,2026-09-21 23:09:48.681911
617228506346682955,2026-09-21,PFE,2026-12-28,NO TRADE,NO_EDGE,0,,2026-09-21 23:09:48.681911
617954340097823791,2026-09-21,INCY,2026-09-30,NO TRADE,NO_EDGE,4,,2026-09-21 23:09:48.681911
618174490211915213,2026-09-21,PRAX,2026-12-01,NO TRADE,NO_EDGE,2,,2026-09-21 23:09:48.681911
620025010288511384,2026-09-21,BMY,2027-03-11,NO TRADE,NO_EDGE,0,,2026-09-21 23:09:48.681911
623483016735594125,2026-09-21,AZN,2027-01-18,NO TRADE,NO_EDGE,4,,2026-09-21 23:09:48.681911
625054472027302914,2026-09-21,SNY,2027-02-09,NO TRADE,NO_EDGE,3,,2026-09-21 23:09:48.681911
626246263853011393,2026-09-21,LTRN,2026-12-01,SHORT,DILUTION_SHORT,25,supported,2026-09-21 23:09:48.681911
627197171826391139,2026-09-21,IONS,2026-09-22,BUY VOL,VOL_BUY_CHEAP,45,untested,2026-09-21 23:09:48.681911
629005734191242824,2026-09-21,AMGN,2026-10-22,NO TRADE,NO_EDGE,1,,2026-09-21 23:09:48.681911
632915791984634521,2026-09-21,EWTX,2027-01-01,SHORT,DILUTION_SHORT,19,supported,2026-09-21 23:09:48.681911
633610557070501101,2026-09-21,ZURA,2026-11-01,NO TRADE,NO_EDGE,4,,2026-09-21 23:09:48.681911
638020214344904889,2026-09-21,PFE,2026-12-02,NO TRADE,NO_EDGE,1,,2026-09-21 23:09:48.681911
638092399700325652,2026-09-21,MLTX,2027-01-15,NO TRADE,NO_EDGE,3,,2026-09-21 23:09:48.681911
640329277486934243,2026-09-21,SGIOF,2026-12-31,NO TRADE,NO_EDGE,2,,2026-09-21 23:09:48.681911
641458436634363881,2026-09-21,SNY,2026-12-23,NO TRADE,NO_EDGE,3,,2026-09-21 23:09:48.681911
644254564274166952,2026-09-21,AVLN,2026-12-01,NO TRADE,NO_EDGE,4,,2026-09-21 23:09:48.681911
647543400842947349,2026-09-21,GILD,2026-12-23,NO TRADE,NO_EDGE,7,,2026-09-21 23:09:48.681911
648123464800703808,2026-09-21,SNY,2026-12-01,NO TRADE,NO_EDGE,2,,2026-09-21 23:09:48.681911
651766684691511946,2026-09-21,NVO,2026-12-14,NO TRADE,NO_EDGE,3,,2026-09-21 23:09:48.681911
655775238371644588,2026-09-21,DWTX,2026-12-01,SHORT,DILUTION_SHORT,26,supported,2026-09-21 23:09:48.681911
660948441232806719,2026-09-21,KRYS,2027-02-01,NO TRADE,NO_EDGE,3,,2026-09-21 23:09:48.681911
665315108577549427,2026-09-21,TAK,2026-11-30,NO TRADE,NO_EDGE,3,,2026-09-21 23:09:48.681911
669029809013395063,2026-09-21,OCUL,2027-03-01,NO TRADE,NO_EDGE,2,,2026-09-21 23:09:48.681911
669951363273452605,2026-09-21,LLY,2026-09-01,NO TRADE,NO_EDGE,1,,2026-09-21 23:09:48.681911
684786373242560189,2026-09-21,EIKN,2026-12-01,NO TRADE,NO_EDGE,4,,2026-09-21 23:09:48.681911
688350110705182110,2026-09-21,RGNX,2026-09-01,NO TRADE,NO_EDGE,4,,2026-09-21 23:09:48.681911
693186896063219416,2026-09-21,NVS,2027-02-11,NO TRADE,NO_EDGE,1,,2026-09-21 23:09:48.681911
693345067404570219,2026-09-21,ARGX,2026-11-01,NO TRADE,NO_EDGE,2,,2026-09-21 23:09:48.681911
696056543417977590,2026-09-21,AZN,2026-09-30,NO TRADE,NO_EDGE,0,,2026-09-21 23:09:48.681911
700026303070403252,2026-09-21,MRK,2026-11-20,NO TRADE,NO_EDGE,0,,2026-09-21 23:09:48.681911
706210002919363027,2026-09-21,BMY,2026-12-14,NO TRADE,NO_EDGE,3,,2026-09-21 23:09:48.681911
712586041177424814,2026-09-21,ABOS,2026-10-01,BUY VOL,VOL_BUY_CHEAP,28,untested,2026-09-21 23:09:48.681911
722562244782239763,2026-09-21,PFE,2026-10-19,NO TRADE,NO_EDGE,3,,2026-09-21 23:09:48.681911
722690761727789329,2026-09-21,IMCR,2026-10-01,BUY VOL,VOL_BUY_CHEAP,24,untested,2026-09-21 23:09:48.681911
736509180786853430,2026-09-21,BMY,2026-11-02,NO TRADE,NO_EDGE,4,,2026-09-21 23:09:48.681911
739434607707581864,2026-09-21,MRK,2026-11-06,NO TRADE,NO_EDGE,2,,2026-09-21 23:09:48.681911
741829590958307505,2026-09-21,INCY,2027-01-06,NO TRADE,NO_EDGE,4,,2026-09-21 23:09:48.681911
746769423220695948,2026-09-21,LABT,2027-01-01,NO TRADE,NO_EDGE,4,,2026-09-21 23:09:48.681911
749817826159428153,2026-09-21,KRYS,2026-12-01,NO TRADE,NO_EDGE,3,,2026-09-21 23:09:48.681911
757761488965008448,2026-09-21,SLDB,2026-10-15,SELL VOL,VOL_SELL_RICH,73,untested,2026-09-21 23:09:48.681911
761440403394441594,2026-09-21,NAMS,2026-11-01,BUY VOL,VOL_BUY_CHEAP,47,untested,2026-09-21 23:09:48.681911
764660676288563775,2026-09-21,ACET,2026-12-01,NO TRADE,NO_EDGE,5,,2026-09-21 23:09:48.681911
765763442014822621,2026-09-21,VIR,2026-12-01,BUY VOL,VOL_BUY_CHEAP,22,untested,2026-09-21 23:09:48.681911
767662838639222208,2026-09-21,MIRM,2026-09-26,BUY VOL,VOL_BUY_CHEAP,29,untested,2026-09-21 23:09:48.681911
771886529835914733,2026-09-21,OCUL,2027-01-08,NO TRADE,NO_EDGE,4,,2026-09-21 23:09:48.681911
772401970539186448,2026-09-21,ARWR,2027-02-01,NO TRADE,NO_EDGE,5,,2026-09-21 23:09:48.681911
774786327377869577,2026-09-21,URGN,2027-03-01,SHORT,DILUTION_SHORT,16,supported,2026-09-21 23:09:48.681911
777978547717806339,2026-09-21,REGN,2026-10-12,NO TRADE,NO_EDGE,1,,2026-09-21 23:09:48.681911
780546423956862194,2026-09-21,DMAC,2026-12-01,SELL VOL,VOL_SELL_RICH,31,untested,2026-09-21 23:09:48.681911
780791740296941732,2026-09-21,DFNS,2027-02-28,SHORT,DILUTION_SHORT,44,supported,2026-09-21 23:09:48.681911
781035225562721180,2026-09-21,AZN,2027-02-22,NO TRADE,NO_EDGE,0,,2026-09-21 23:09:48.681911
783504160172255985,2026-09-21,NVS,2026-10-26,NO TRADE,NO_EDGE,1,,2026-09-21 23:09:48.681911
790321512785219692,2026-09-21,MIRM,2027-01-01,NO TRADE,NO_EDGE,4,,2026-09-21 23:09:48.681911
792979119400272411,2026-09-21,VNDA,2026-09-01,NO TRADE,NO_EDGE,4,,2026-09-21 23:09:48.681911
793596408827773947,2026-09-21,ALZN,2026-12-01,NO TRADE,NO_EDGE,4,,2026-09-21 23:09:48.681911
794696053962392057,2026-09-21,SNY,2027-01-18,NO TRADE,NO_EDGE,4,,2026-09-21 23:09:48.681911
794819980207863074,2026-09-21,SNDX,2026-09-01,NO TRADE,NO_EDGE,4,,2026-09-21 23:09:48.681911
798052013447560442,2026-09-21,CYTK,2026-09-01,NO TRADE,NO_EDGE,4,,2026-09-21 23:09:48.681911
810226721256287906,2026-09-21,AZN,2026-11-30,NO TRADE,NO_EDGE,4,,2026-09-21 23:09:48.681911
